,dt,open,close,high,low,vol,ts,icon_1,icon_2,icon_11,icon_12,icon_13,icon_41,icon_34,icon_35,icon_38,icon_39,jw1,jw5,jw30,close_nxt30min,close_diff_nxt30min,close_diffrate_nxt30min,label1,k,d,j,duanxian,pianliEMA,pianli,atr,obv,m5,m10,predict_score,ts_diff
3458,2024/2/15 0:45,57.02,57.015,57.085,57.015,184996,1707929100,,,,,,,,,,,71.56570113,89.4090711,-0.274360165,57.045,0.03,0.000526177,TRUE,47.91262095,35.9191107,71.89964145,15.86054954,0.000337109,-0.00410011,0.072928571,-4405920,-4296987.203,-4452221.436,0.53188163,2100
3488,2024/2/15 22:32,58.675,58.605,58.71,58.605,257576,1708007520,,,,,,,,,,,84.21871293,105.9296681,49.0281177,57.905,-0.7,-0.011944373,FALSE,,,,,-0.000253767,-0.0007613,,-3837679,-3665961.667,-3590204.02,0.52160245,78420
3518,2024/2/15 23:02,57.845,57.905,57.905,57.845,186839,1708009320,,,,,,,,,,,-22.06133074,73.65408682,50.65107936,57.915,0.01,0.000172697,TRUE,,,,6.266794228,-0.015652276,-0.015278809,0.107,-4015537,-4134057.83,-4130075.331,0.5416896,1800
3532,2024/2/16 1:08,57.95,57.93,57.951,57.915,33232,1708016880,,,,,,,,,,,50.3040403,26.18194724,57.15606273,58.355,0.425,0.007336441,TRUE,59.00837371,63.40544263,50.21423586,11.75736166,-0.000926757,-0.001870357,0.063071429,-4101502,-4040642.527,-3570452.209,0.5360209,7560
3535,2024/2/16 1:57,58.33,58.285,58.33,58.285,114352,1708019820,,,,,,,,,,,67.79628246,45.52102649,59.30737425,58.835,0.55,0.00943639,TRUE,78.70376775,84.15980125,67.79170077,16.05859852,8.13E-05,-0.00117449,0.052428571,-4484972,-4340629.731,-3800725.948,0.5315014,2940
3546,2024/2/16 2:49,58.725,58.745,58.765,58.725,78568,1708022940,,,,,,,,,,,70.8082499,86.85656943,64.22469344,58.685,-0.06,-0.001021364,FALSE,77.7979564,81.29289543,70.80807835,2.234187169,-0.000629183,-0.001310062,0.0565,-3780076,-3737409.383,-3555293.672,0.5360209,3120
3563,2024/2/16 4:28,58.545,58.57,58.595,58.545,102860,1708028880,,,,,,,,,,,-4.35867219,86.60932981,71.17416798,58.79,0.22,0.003756189,TRUE,30.15292799,47.40872823,-4.358672467,16.14664543,-0.007294612,-0.006808054,0.057285714,-4148528,-4206480.13,-3571928.178,0.5315014,5940
3587,2024/2/16 22:32,58.875,58.785,58.875,58.755,324402,1708093920,,,,,,,,,,,71.31676481,70.73606032,66.63868946,56.985,-1.8,-0.030620056,FALSE,,,,,-0.000379334,-0.001138003,,-5012256,-4795988,-4700575.647,0.52160245,65040
3598,2024/2/16 23:15,57.345,57.365,57.375,57.345,168260,1708096500,,,,,,,,,,,0.258653204,5.425405864,64.50674694,57.705,0.34,0.005926959,TRUE,12.96928328,12.96928328,12.96928328,64.28383809,-0.018677766,-0.015250286,0.111642857,-9196778,-9111814.644,-7813418.543,0.52143973,2580
3615,2024/2/17 2:04,58.08,58.045,58.085,58.045,170196,1708106640,,,,,,,,,,,-2.924225813,45.54343601,70.94608367,58.055,0.01,0.00017228,TRUE,24.12143533,37.64437198,-2.924437968,-28.90434216,-0.006643883,-0.0088187,0.061928571,-6534126,-6244853.633,-5816753.578,0.51363444,10140
3638,2024/2/17 3:57,57.545,57.545,57.585,57.505,149128,1708113420,,,,,,,,,,,-23.79477241,71.26415018,74.4712153,57.595,0.05,0.000868885,TRUE,24.54287242,48.71169492,-23.79477259,4.997176704,-0.02893126,-0.027621017,0.136,-6664134,-6521848.533,-5833701.466,0.5170575,6780
3666,2024/2/17 4:27,57.6,57.595,57.62,57.59,140944,1708115220,,,,,,,,,,,11.10327116,25.98638134,72.19585357,57.14,-0.455,-0.007899991,FALSE,16.59860227,19.34626783,11.10327113,82.67949578,-0.001035825,8.34E-05,0.071785714,-6539494,-6510613.548,-6367274.265,0.509248,1800
3685,2024/2/17 4:57,57.18,57.14,57.2,57.13,286664,1708117020,,,,,,,,,,,15.08370892,0.713599521,69.98917072,,,,FALSE,19.52403438,21.7441971,15.08370892,26.64949428,-0.01123817,-0.009468927,0.098642857,-8984686,-8698956.899,-7342356.892,0.50919366,1800
3688,2024/2/20 22:39,56.175,56.025,56.175,56.025,425739,1708439940,,,,,,,,,,,30.98896925,0.402619839,59.32921189,55.255,-0.77,-0.013743864,FALSE,,,,0.44972909,-0.0049936,-0.012984404,,-4928661,-4305233.463,-4107879.828,0.50283813,322920
3701,2024/2/20 23:15,54.955,54.965,55.005,54.91,268976,1708442100,,,,,,,,,,,-3.192109226,-15.35120654,48.917394,55.045,0.08,0.001455472,TRUE,2.75,2.75,2.75,-12.588571,-0.019031408,-0.019938567,0.117071429,-7717294,-7784022.404,-6757179.343,0.50919366,2160
3728,2024/2/20 23:45,55.065,55.045,55.085,55.026,144970,1708443900,,,,,,,,,,,42.87936694,-15.41338448,39.0442959,55.425,0.38,0.006903443,TRUE,22.69829734,11.17254468,45.74980266,61.37542879,-0.002461213,0.000161405,0.084857143,-6988198,-7172164.485,-7307700.403,0.509248,1800
3729,2024/2/21 0:59,54.92,54.92,54.965,54.92,136860,1708448340,,,,,,,,,,,-6.658936116,5.357899767,28.06483331,54.485,-0.435,-0.007920612,FALSE,24.57213802,40.16311524,-6.609816419,-31.53540692,-0.01038161,-0.012670876,0.069357143,-7790386,-7805930.786,-7174652.628,0.5170575,4440
3759,2024/2/21 1:29,54.505,54.485,54.525,54.455,138456,1708450140,,,,,,,,,,,-3.317405536,-3.654965199,21.19047895,54.895,0.41,0.007525007,TRUE,8.335292829,14.15773086,-3.309583236,38.43568357,-0.009842343,-0.008436246,0.064857143,-9578562,-9559630.948,-8620015.191,0.5170575,1800
3770,2024/2/21 22:43,54.635,54.57,54.665,54.57,183596,1708526580,,,,,,,,,,,9.111386509,96.27506799,-2.906011928,54.875,0.305,0.005589152,TRUE,,,,20.89243717,0.003028067,-0.000235971,,-4261604,-3986846.271,-3858344.405,0.52561474,76440
3790,2024/2/21 23:28,54.589,54.685,54.685,54.589,262157,1708529280,,,,,,,,,,,71.22243409,36.78624249,-6.417886532,54.575,-0.11,-0.002011521,FALSE,55.24672362,49.11516352,67.50984381,0.627511073,1.18E-05,-0.002804135,0.097,-4589295,-4497107.613,-4194540.78,0.5160219,2700
3811,2024/2/22 1:19,54.265,54.26,54.29,54.235,197540,1708535940,,,,,,,,,,,-9.483777652,7.38914147,-14.04398043,54.389,0.129,0.002377442,TRUE,25.11817095,42.44115868,-9.527804514,-9.737885823,-0.014500707,-0.013560852,0.082714286,-7328062,-7190419.902,-6067820.336,0.50919366,6660
3839,2024/2/22 1:49,54.38,54.389,54.395,54.375,59048,1708537740,,,,,,,,,,,18.03415684,-3.576098828,-16.1401284,54.665,0.276,0.005074556,TRUE,20.56403457,21.83247283,18.02715806,59.38410767,-0.000120054,0.000599318,0.065357143,-7868234,-7824765.69,-7192962.646,0.5225456,1800
3841,2024/2/22 3:38,53.82,53.81,53.84,53.805,360908,1708544280,,,,,,,,,,,-2.406198322,20.43306676,-19.6830716,53.795,-0.015,-0.000278759,FALSE,24.71955095,38.28242891,-2.406204956,-17.93349711,-0.013816639,-0.014155495,0.0715,-10350786,-10029443.71,-9142223.031,0.5339345,6540
3844,2024/2/22 23:44,58.971,58.955,58.975,58.955,115120,1708616640,,,,,,,,,,,57.07433194,123.3917973,39.0894867,59.14,0.185,0.003137987,TRUE,68.38360088,69.64022289,65.87035687,-15.63762223,0.001983433,-0.000665997,0.080571429,-4334180,-4135665.913,-4759716.54,0.5315014,72360
3866,2024/2/23 0:51,59.145,59.115,59.145,59.114,120112,1708620660,,,,,,,,,,,85.67015404,123.333827,60.68347148,59.37,0.255,0.004313626,TRUE,79.34188244,76.00187963,86.02188807,11.24297471,-0.000412737,-0.002627982,0.073785714,-4564204,-4357380.399,-4190764.04,0.5315014,4020
3882,2024/2/23 22:57,60.635,60.42,60.635,60.41,525968,1708700220,,,,,,,,,,,89.14801322,82.95540351,123.5334421,60.305,-0.115,-0.001903343,FALSE,,,,23.15595127,-0.004464032,-0.007407017,0.096714286,-4492433,-4000885.557,-3583025.009,0.5086523,79560
3910,2024/2/23 23:27,60.29,60.305,60.305,60.275,196000,1708702020,,,,,,,,,,,1.03655056,53.9386725,125.7239264,59.805,-0.5,-0.008291186,FALSE,35.40107279,48.6574828,8.888252782,37.1558785,-0.007093956,-0.005632209,0.093214286,-4686634,-4826957.736,-4329489.094,0.5160219,1800
3936,2024/2/23 23:58,59.845,59.749,59.845,59.725,316522,1708703880,,,,,,,,,,,5.612216599,21.06900593,126.6496428,59.615,-0.134,-0.002242715,FALSE,20.56196021,27.19381384,7.298252941,-5.862128348,-0.0078211,-0.00959709,0.088928571,-6554166,-6195618.773,-5308233.22,0.50919366,1860
3963,2024/2/24 3:12,59.595,59.645,59.665,59.595,81504,1708715520,,,,,,,,,,,-7.846348725,57.78264615,124.5503821,59.645,0,0,FALSE,24.6971954,40.9689625,-7.846338802,0.162631781,-0.006331649,-0.007615049,0.071642857,-6508034,-6296658.929,-5941542.022,0.51778877,11640
3987,2024/2/24 4:32,59.25,59.305,59.305,59.235,139760,1708720320,,,,,,,,,,,2.532033952,20.53456735,119.3218021,,,,FALSE,24.83632086,35.98846429,2.532034004,-8.170176033,-0.007408317,-0.007925748,0.059642857,-7119630,-7147727.852,-6890900.986,0.509248,4800
3992,2024/2/26 22:45,59.675,59.555,59.675,59.555,319702,1708958700,,,,,,,,,,,83.93098646,39.35082736,80.0049512,59.53,-0.025,-0.00041978,FALSE,,,,-8.005699107,-0.005819353,-0.007855878,0.131571429,-4819283,-4441059.081,-3584986.449,0.53172225,238380
4016,2024/2/26 23:58,59.81,59.755,59.81,59.755,157416,1708963080,,,,,,,,,,,83.80237364,77.76894354,78.60254874,59.615,-0.14,-0.0023429,FALSE,79.12816137,76.41550553,84.55347305,26.30302226,0.001363285,-7.32E-05,0.055214286,-4536346,-4449831.688,-4767131.287,0.5339193,4380
4043,2024/2/27 1:38,60.025,59.959,60.025,59.959,47408,1708969080,,,,,,,,,,,68.84135247,103.2153046,79.6234244,59.885,-0.074,-0.001234177,FALSE,67.81211759,67.29617325,68.84400627,-6.123372319,0.001885674,0.000356588,0.050928571,-4739606,-4676671.53,-4884351.881,0.5360209,6000
4057,2024/2/27 2:34,59.545,59.555,59.565,59.529,265084,1708972440,,,,,,,,,,,4.846652775,74.92052765,79.0220652,59.795,0.24,0.004029888,TRUE,24.74268607,34.69066372,4.846730777,1.366877901,-0.008714354,-0.008854449,0.071857143,-5476910,-5626678.345,-5354882.004,0.50919366,3360
4069,2024/2/27 4:37,59.561,59.565,59.605,59.561,124148,1708979820,,,,,,,,,,,0.889582305,33.741493,78.94197122,,,,FALSE,25.37351924,37.6154877,0.889582331,-19.39348661,-0.005448298,-0.006267373,0.0565,-7449798,-7376309.352,-6765928.898,0.513253,7380
4084,2024/2/28 2:27,59.083,58.995,59.085,58.995,88108,1709058420,,,,,,,,,,,87.59720013,15.09744871,59.63927936,59.157,0.162,0.002745995,TRUE,53.04334679,35.76676078,87.59651882,18.30544953,0.001574775,0.000592568,0.054642857,-4188250,-4020243.208,-3467940.429,0.5016313,78600
4098,2024/2/28 22:32,58.895,58.82,58.895,58.815,309036,1709130720,,,,,,,,,,,39.10120314,109.0655289,32.44609108,58.455,-0.365,-0.006205372,FALSE,,,,,-0.000631347,-0.001894041,,-4454217,-4248193,-4157300.059,0.52160245,72300
4126,2024/2/28 23:02,58.4,58.455,58.46,58.39,243277,1709132520,,,,,,,,,,,-5.723090938,43.83299001,23.6521333,58.695,0.24,0.004105722,TRUE,,,,26.39018596,-0.009678778,-0.009372072,0.081928571,-5278774,-5301618.17,-4867382.342,0.53949755,1800
4142,2024/2/28 23:32,58.614,58.695,58.712,58.612,177818,1709134320,,,,,,,,,,,67.48368393,15.04870523,16.49926218,59.085,0.39,0.006644518,TRUE,48.08548701,41.4325328,61.39139542,52.74765706,-0.001235791,-9.06E-05,0.088,-4069050,-4289131.29,-4596548.898,0.53188163,1800
4148,2024/2/29 2:07,58.585,58.665,58.665,58.585,114408,1709143620,,,,,,,,,,,29.66036191,23.1767139,3.376370482,59.01,0.345,0.005880849,TRUE,26.60700488,25.0816846,29.65764542,1.410014453,-0.003289953,-0.004073251,0.048142857,-4567600,-4489266.451,-3591829.138,0.5315014,9300
4158,2024/2/29 3:18,58.695,58.735,58.74,58.695,254832,1709147880,,,,,,,,,,,-6.968255803,53.82197488,5.089676832,58.575,-0.16,-0.0027241,FALSE,39.80426435,63.19053897,-6.96828487,-0.860681402,-0.008588161,-0.008673476,0.065142857,-4305712,-4414659.764,-3575304.429,0.5274542,4260
4188,2024/2/29 3:48,58.59,58.575,58.6,58.575,94176,1709149680,,,,,,,,,,,-6.262265606,24.13072735,2.167641333,58.615,0.04,0.000682885,TRUE,15.54559548,26.44952809,-6.262269744,52.55869893,-0.005274405,-0.003577276,0.047928571,-4629392,-4659192.458,-4220858.332,0.5315014,1800
4205,2024/2/29 4:18,58.611,58.615,58.635,58.601,88520,1709151480,,,,,,,,,,,55.18098804,16.79861751,0.313125844,58.595,-0.02,-0.00034121,FALSE,44.80768146,39.62102846,55.18098746,32.37131528,-0.002052925,-0.001714053,0.045357143,-5142552,-5227054.206,-4727406.238,0.5315014,1800
4214,2024/2/29 4:48,58.605,58.595,58.615,58.595,78196,1709153280,,,,,,,,,,,53.16278638,27.55772876,0.164449719,,,,FALSE,59.15621189,62.15292469,53.1627863,-30.26510999,-0.002270233,-0.004401367,0.042428571,-5246832,-5125945.704,-4807662.722,0.5360209,1800
4224,2024/3/1 0:40,58.81,58.81,58.84,58.81,438938,1709224800,,,,,,,,,,,-1.206782646,75.4051497,51.86003406,59.425,0.615,0.010457405,TRUE,23.94944783,36.25167775,-0.655012008,-26.6555525,-0.01532665,-0.020090287,0.108142857,-9638870,-9048560.401,-7952340.491,0.531191,71520
4233,2024/3/4 22:35,62.545,62.635,62.635,62.505,301223,1709562900,,,,,,,,,,,34.12104679,64.66283912,112.8879058,62.525,-0.11,-0.001756207,FALSE,,,,-24.82241953,-0.001437496,-0.002240586,,-3876207,-3741807.222,-3556059.718,0.52160245,338100
4252,2024/3/4 23:05,62.515,62.525,62.525,62.48,163707,1709564700,,,,,,,,,,,3.672370136,26.91535926,110.9267625,62.67,0.145,0.002319072,TRUE,,,,30.6394412,-0.003643392,-0.003882095,0.079785714,-3749846,-3847195.258,-3762264.101,0.5339193,1800
4281,2024/3/5 0:14,62.69,62.65,62.69,62.65,150020,1709568840,,,,,,,,,,,64.65910051,10.00700718,108.2374713,62.611,-0.039,-0.000622506,FALSE,66.10853232,66.72499686,64.87560324,18.96209005,-0.00192352,-0.002574244,0.052071429,-4257546,-4113383.088,-3574719.4,0.5275083,4140
4310,2024/3/5 0:44,62.635,62.611,62.635,62.6,58392,1709570640,,,,,,,,,,,20.88314633,2.838248769,106.8954933,62.685,0.074,0.001181901,TRUE,33.99747621,40.53820545,20.91601771,64.58844368,-0.001711037,-0.000611939,0.065428571,-4601658,-4644583.113,-4401148.692,0.5360209,1800
4328,2024/3/5 1:14,62.695,62.685,62.695,62.675,51938,1709572440,,,,,,,,,,,71.68693159,4.95427167,106.0421071,62.66,-0.025,-0.000398819,FALSE,57.71220759,50.72242122,71.69178035,62.99006984,-0.000346969,0.000653338,0.055214286,-4200968,-4232085.365,-4356700.732,0.5360209,1800
4338,2024/3/5 1:44,62.65,62.66,62.66,62.64,75724,1709574240,,,,,,,,,,,34.49792518,14.06403959,105.6099161,62.575,-0.085,-0.001356527,FALSE,55.44942416,65.92482349,34.4986255,32.38689266,-0.002519174,-0.002453414,0.040214286,-4439118,-4327243.858,-4159980.177,0.5360209,1800
4368,2024/3/5 2:14,62.565,62.575,62.59,62.565,74464,1709576040,,,,,,,,,,,15.14124603,11.48843715,104.3191972,62.535,-0.04,-0.000639233,FALSE,32.45978518,41.11900498,15.14134557,29.61667763,-0.001239249,-0.001780934,0.04,-4800858,-4728638.081,-4490767.222,0.5360209,1800
4398,2024/3/5 2:44,62.535,62.535,62.55,62.53,141876,1709577840,,,,,,,,,,,52.19376529,10.38267744,102.4609153,62.58,0.045,0.000719597,TRUE,39.04866716,32.47611111,52.19377926,29.31708358,-0.000253144,0.000158665,0.0395,-4883542,-4972281.268,-4903438.88,0.5275083,1800
4403,2024/3/5 4:05,62.875,62.865,62.885,62.855,127916,1709582700,,,,,,,,,,,79.40147475,86.69937439,100.4674258,62.725,-0.14,-0.002226994,FALSE,77.66035477,76.78979475,79.40147482,-22.07846884,0.001833502,0.00048567,0.042214286,-3610090,-3435810.564,-3873375.903,0.5315014,4860
4412,2024/3/5 4:35,62.712,62.725,62.725,62.712,93168,1709584500,,,,,,,,,,,9.257247338,96.44160576,100.1823844,,,,FALSE,50.71373473,71.44197842,9.257247347,-26.33297171,-0.004737638,-0.006576545,0.054214286,-4699654,-4543488.672,-4053855.518,0.5315014,1800
4436,2024/3/5 22:35,60.355,60.275,60.37,60.275,410745,1709649300,,,,,,,,,,,-17.66470975,45.21856107,82.14599191,60.235,-0.04,-0.000663625,FALSE,,,,-65,-0.008187335,-0.014303675,,-6082568,-5242040.321,-4134433.511,0.51065165,64800
4455,2024/3/5 23:15,59.61,59.52,59.61,59.52,254316,1709651700,,,,,,,,,,,3.017787072,1.293779673,72.29549702,58.776,-0.744,-0.0125,FALSE,3.234220136,3.234220136,3.234220136,-5.550319907,-0.016891528,-0.018739441,0.149714286,-7255698,-7127951.638,-5879419.907,0.50919366,2400
4485,2024/3/5 23:45,58.865,58.776,58.932,58.776,330374,1709653500,,,,,,,,,,,3.803978756,-13.94336897,60.74759035,58.831,0.055,0.000935756,TRUE,4.868002688,4.387854936,5.828298191,4.53554163,-0.016700786,-0.016044782,0.112642857,-10534926,-10331681.39,-8267115.99,0.50919366,1800
4509,2024/3/6 3:49,58.065,58.085,58.085,58.035,364472,1709668140,,,,,,,,,,,-0.405427021,6.150143859,-5.577875636,57.975,-0.11,-0.001893776,FALSE,17.19686322,25.9980079,-0.405426129,-34.53554768,-0.01013052,-0.010479233,0.059928571,-15264890,-14977954.43,-12913657.29,0.5025448,14640
4510,2024/3/6 23:15,59.345,59.495,59.505,59.345,244442,1709738100,,,,,,,,,,,22.43669803,84.47514802,-11.76930441,59.785,0.29,0.004874359,TRUE,19.98667555,19.98667555,19.98667555,27.96670464,-0.022286443,-0.019230945,0.150642857,-9452100,-9452449.71,-7231392.312,0.50919366,69960
4516,2024/3/7 3:06,60.005,60.095,60.165,60.005,554540,1709751960,,,,,,,,,,,8.514781324,59.47946103,18.43237862,59.965,-0.13,-0.002163242,FALSE,27.10499633,36.40004126,8.514906472,21.72240933,-0.010984345,-0.01081136,0.133785714,-4355772,-4528851.273,-4938828.608,0.51402867,13860
4539,2024/3/7 3:36,60.005,59.965,60.005,59.882,163848,1709753760,,,,,,,,,,,61.43530762,29.26693506,20.15012674,59.835,-0.13,-0.002167931,FALSE,43.52478748,34.56951848,61.43532547,14.77934965,-0.00139219,-0.003994686,0.110428571,-4212036,-4129402.383,-4387969.781,0.53188163,1800
4568,2024/3/7 4:06,59.845,59.835,59.845,59.835,193704,1709755560,,,,,,,,,,,23.70146466,5.257904702,19.86665996,59.395,-0.44,-0.007353556,FALSE,34.59763739,40.0457225,23.70146717,68.88428813,-0.006816562,-0.004628744,0.101428571,-3936812,-3935133.065,-4173779.275,0.5160219,1800
4593,2024/3/7 4:36,59.485,59.395,59.485,59.395,203896,1709757360,,,,,,,,,,,8.263544883,-13.93792802,19.32679461,,,,FALSE,22.8755951,30.18162003,8.263545233,10.55117986,-0.005904297,-0.007778841,0.0985,-5325964,-5057949.371,-4560446.634,0.5160219,1800
4598,2024/3/8 23:42,63.445,63.455,63.51,63.435,339392,1709912520,,,,,,,,,,,30.5029013,89.03478707,103.5749599,62.19,-1.265,-0.019935387,FALSE,66.6814986,87.07416776,25.89616028,2.056410326,-0.006185001,-0.007401662,0.135214286,-3662412,-3470388.547,-3570475.91,0.5180661,155160
4625,2024/3/9 0:12,62.29,62.19,62.29,62.19,354996,1709914320,,,,,,,,,1,,-17.0425152,72.46212508,104.4663143,61.575,-0.615,-0.00988905,FALSE,21.58654485,41.35897928,-17.95832401,-30.46927605,-0.028521747,-0.032402784,0.191142857,-6155448,-5946153.273,-4285759.266,0.5167812,1800
4654,2024/3/9 0:42,61.675,61.575,61.675,61.575,337488,1709916120,,,,,,,,,,,15.61778536,29.21088977,99.10162724,61.175,-0.4,-0.006496143,FALSE,16.63515354,17.22273248,15.45999566,55.48284081,-0.015822923,-0.012898928,0.182214286,-9683412,-9222888.552,-6857825.125,0.50919366,1800
4678,2024/3/9 1:12,61.025,61.175,61.24,61.025,528288,1709917920,,,,,,,,,,,30.07151495,-2.997963449,93.45519048,61.275,0.1,0.001634655,TRUE,25.24796939,22.84881742,30.04627332,-3.570020321,-0.011288025,-0.013550353,0.186,-12625144,-12267296.22,-9579079.288,0.51732194,1800
4679,2024/3/9 1:59,60.265,60.115,60.265,60.06,1088360,1709920740,,,,,,,,,,,-2.389546719,-19.82057207,89.02691752,60.07,-0.045,-0.000748565,FALSE,23.07466261,35.80742321,-2.390858598,-54.09807491,-0.026105223,-0.030064797,0.14,-19503136,-18267637.15,-14398788.22,0.50012046,2820
4683,2024/3/9 2:31,59.925,60.125,60.125,59.895,352680,1709922660,,,,,,,,,,,8.787621304,-23.5063238,73.34942343,59.985,-0.14,-0.002328482,FALSE,16.58057274,20.47713277,8.787452669,5.7466195,-0.008940648,-0.00834958,0.108857143,-19850568,-20001428.27,-18349159.51,0.5019903,1920
4696,2024/3/9 4:31,59.887,60.02,60.02,59.885,453152,1709929860,,,,,,,,,,,-21.1315249,36.98489872,54.31243696,,,,FALSE,24.71273843,47.63487012,-21.13152496,-20.64129397,-0.015863176,-0.019634007,0.1125,-18577864,-18417347.58,-17537476.98,0.51480865,7200
4700,2024/3/11 22:15,58.5,58.45,58.517,58.45,186456,1710166500,,,,,,,,,,,2.182318399,7.487169644,27.72785761,59.075,0.625,0.0106929,TRUE,6.309148265,6.309148265,6.309148265,-0.643981979,-0.012619195,-0.01257265,0.124,-9474736,-9350513.492,-8056879.063,0.52143973,236640
4712,2024/3/11 23:41,58.765,58.725,58.796,58.725,127800,1710171660,,,,,,,,,,,-4.748589536,20.07109099,11.62987932,59.06,0.335,0.005704555,TRUE,24.5207984,39.04621274,-4.530030278,37.05220974,-0.005042789,-0.005493479,0.094071429,-7715812,-7669753.94,-7773025.936,0.513253,5160
4715,2024/3/12 3:28,58.997,59,59.019,58.995,87744,1710185280,,,,,,,,,,,-13.5355505,74.32717014,-6.814046964,59.134,0.134,0.002271186,TRUE,24.34871884,43.29085344,-13.53555038,15.45603069,-0.007410895,-0.00800896,0.061857143,-6643792,-6487056.635,-6327898.562,0.513253,13620
4728,2024/3/13 0:25,60.754,60.755,60.785,60.705,99008,1710260700,,,,,,,,,,,-5.588632561,98.7522739,22.1684915,60.56,-0.195,-0.003209612,FALSE,21.81460689,35.52788575,-5.611950827,-23.36616186,-0.00631749,-0.007760273,0.066285714,-9744436,-9528473.119,-8993237.257,0.513253,75420
4741,2024/3/13 21:34,60.945,60.975,60.98,60.88,386275,1710336840,,,,,,,,,,,37.59388251,103.4093729,62.13001079,60.145,-0.83,-0.013612136,FALSE,,,,,-0.002680033,-0.003750351,,-4066195,-4427916.556,-4522496.834,0.50283813,76140
4754,2024/3/13 22:15,60.426,60.225,60.426,60.225,359684,1710339300,,,,,,,,,,,-3.338650951,15.59227629,60.4014222,60.73,0.505,0.008385222,TRUE,9.278350515,9.278350515,9.278350515,51.07248929,-0.005106692,-0.004075504,0.1205,-9369064,-9161565.957,-7677768.25,0.522517,2460
4759,2024/3/13 23:45,59.859,59.905,59.92,59.859,299436,1710344700,,,,,,,,,,,0.620405992,-14.8258513,55.02302713,60.265,0.36,0.006009515,TRUE,24.97062108,37.08404489,0.743773453,-21.96612626,-0.012171443,-0.014363074,0.082571429,-10282732,-9965011.495,-8639603.552,0.50919366,5400
4767,2024/3/14 3:29,60.185,59.895,60.185,59.895,501120,1710358140,,,,,,,,,,,-4.544202006,100.3643735,61.30494537,60.195,0.3,0.005008765,TRUE,23.05776931,36.85875493,-4.544201934,-23.35973468,-0.009476711,-0.01741958,0.100857143,-9505688,-9039072.078,-8427272.131,0.531191,13440
